Timestamp (IST),Steps,Total Day Steps,HR,BP Systolic,BP Diastolic,SpO2 (%),Sleep Stage,Activity Level,Date
05-01-2025 13:00,63,10621,88,123.4,82.3,96.6,Awake,Walking,05-01-2025
05-01-2025 13:05,25,10621,92,115.6,83.3,97.7,Awake,Sedentary,05-01-2025
05-01-2025 13:10,15,10621,64,128.6,81,98.9,Awake,Sedentary,05-01-2025
05-01-2025 13:15,24,10621,81,119.5,86.4,96.4,Awake,Sedentary,05-01-2025
05-01-2025 13:20,34,10621,73,115.6,77.2,95.4,Awake,Sedentary,05-01-2025
05-01-2025 13:25,24,10621,76,118.6,81.9,98.9,Awake,Sedentary,05-01-2025
05-01-2025 13:30,44,10621,90,122.5,83.1,96,Awake,Sedentary,05-01-2025
05-01-2025 13:35,12,10621,83,115.4,80.7,96.9,Awake,Sedentary,05-01-2025
05-01-2025 13:40,33,10621,68,128.7,84.1,97.4,Awake,Sedentary,05-01-2025
05-01-2025 13:45,27,10621,60,113.4,77,98.1,Awake,Sedentary,05-01-2025
05-01-2025 13:50,39,10621,80,117.3,81.1,97.1,Awake,Sedentary,05-01-2025
05-01-2025 13:55,28,10621,78,109.5,79.2,96.5,Awake,Sedentary,05-01-2025
05-01-2025 14:00,37,10621,60,121.8,80.2,96.6,Awake,Sedentary,05-01-2025
05-01-2025 14:05,93,10621,88,129.1,83.3,96.7,Awake,Walking,05-01-2025
05-01-2025 14:10,74,10621,95,124.7,83.5,98.6,Awake,Walking,05-01-2025
05-01-2025 14:15,23,10621,66,118,83.4,97.3,Awake,Sedentary,05-01-2025
05-01-2025 14:20,40,10621,82,122,81.5,98.7,Awake,Sedentary,05-01-2025
05-01-2025 14:25,28,10621,107,125.6,79.4,95.6,Awake,Sedentary,05-01-2025
05-01-2025 14:30,73,10621,68,121.5,86.1,99,Awake,Walking,05-01-2025
05-01-2025 14:35,81,10621,64,121,80.6,95.2,Awake,Walking,05-01-2025
05-01-2025 14:40,48,10621,66,131.2,86.5,96.6,Awake,Sedentary,05-01-2025
05-01-2025 14:45,46,10621,67,120.3,79,99,Awake,Sedentary,05-01-2025
05-01-2025 14:50,22,10621,73,116.5,83.3,96.1,Awake,Sedentary,05-01-2025
05-01-2025 14:55,11,10621,58,117.9,71,99,Awake,Sedentary,05-01-2025
05-01-2025 15:00,40,10621,71,121.5,79.8,95.3,Awake,Sedentary,05-01-2025
05-01-2025 15:05,122,10621,82,131.4,88.6,98.4,Awake,Walking,05-01-2025
05-01-2025 15:10,13,10621,76,120.7,84.5,98.5,Awake,Sedentary,05-01-2025
05-01-2025 15:15,31,10621,71,119,81.7,96.3,Awake,Sedentary,05-01-2025
05-01-2025 15:20,8,10621,72,117.1,79.4,96.3,Awake,Sedentary,05-01-2025
05-01-2025 15:25,107,10621,110,122.2,79.7,96,Awake,Walking,05-01-2025
05-01-2025 15:30,83,10621,79,125.6,81.9,95.4,Awake,Walking,05-01-2025
05-01-2025 15:35,37,10621,68,117.6,85.3,97,Awake,Sedentary,05-01-2025
05-01-2025 15:40,117,10621,103,126.2,81.8,96.8,Awake,Walking,05-01-2025
05-01-2025 15:45,34,10621,93,120.2,77.2,96.4,Awake,Sedentary,05-01-2025
05-01-2025 15:50,80,10621,55,130.9,87.6,97.6,Awake,Walking,05-01-2025
05-01-2025 15:55,36,10621,71,108.6,81.5,97.1,Awake,Sedentary,05-01-2025
05-01-2025 16:00,40,10621,97,121.5,79.8,96.9,Awake,Sedentary,05-01-2025
05-01-2025 16:05,83,10621,85,130.9,81.9,96.9,Awake,Jogging,05-01-2025
05-01-2025 16:10,77,10621,84,126.8,82.6,98.4,Awake,Walking,05-01-2025
05-01-2025 16:15,27,10621,67,120.6,83.6,97.6,Awake,Sedentary,05-01-2025
05-01-2025 16:20,25,10621,81,119.3,77,95.9,Awake,Sedentary,05-01-2025
05-01-2025 16:25,19,10621,75,117.7,81.3,95.8,Awake,Sedentary,05-01-2025
05-01-2025 16:30,35,10621,72,119.7,78,97.5,Awake,Sedentary,05-01-2025
05-01-2025 16:35,26,10621,95,114.3,78.7,98.8,Awake,Sedentary,05-01-2025
05-01-2025 16:40,16,10621,45,120.1,85.4,99,Awake,Sedentary,05-01-2025
05-01-2025 16:45,90,10621,81,118.1,78.5,97,Awake,Walking,05-01-2025
05-01-2025 16:50,22,10621,104,124.3,79.8,97.1,Awake,Sedentary,05-01-2025
05-01-2025 16:55,44,10621,66,118.8,78.5,95.6,Awake,Sedentary,05-01-2025
05-01-2025 17:00,101,10621,87,126.9,86.9,96.7,Awake,Walking,05-01-2025
05-01-2025 17:05,116,10621,89,131.7,85.2,95.3,Awake,Jogging,05-01-2025
05-01-2025 17:10,32,10621,115,130.7,81.5,95.4,Awake,Sedentary,05-01-2025
05-01-2025 17:15,24,10621,77,123.1,83.4,96,Awake,Sedentary,05-01-2025
05-01-2025 17:20,25,10621,69,122.9,82.2,98.3,Awake,Sedentary,05-01-2025
05-01-2025 17:25,96,10621,86,123.7,80.4,96.5,Awake,Jogging,05-01-2025
05-01-2025 17:30,25,10621,81,117.4,83,94.9,Awake,Sedentary,05-01-2025
05-01-2025 17:35,19,10621,102,118.2,84,96.9,Awake,Sedentary,05-01-2025
05-01-2025 17:40,26,10621,82,124.8,79.4,96.1,Awake,Sedentary,05-01-2025
05-01-2025 17:45,95,10621,61,120.4,83.1,97.9,Awake,Jogging,05-01-2025
05-01-2025 17:50,23,10621,57,128.9,82.5,96,Awake,Sedentary,05-01-2025
05-01-2025 17:55,7,10621,93,119.1,81.6,97.3,Awake,Sedentary,05-01-2025
05-01-2025 18:00,22,10621,109,117.9,78.3,96.8,Awake,Sedentary,05-01-2025
05-01-2025 18:05,31,10621,93,124.1,81.3,96.1,Awake,Sedentary,05-01-2025
05-01-2025 18:10,35,10621,76,119.5,85.6,98.2,Awake,Sedentary,05-01-2025
05-01-2025 18:15,47,10621,91,122.8,86.5,97.7,Awake,Sedentary,05-01-2025
05-01-2025 18:20,26,10621,57,116.5,84.9,95.8,Awake,Sedentary,05-01-2025
05-01-2025 18:25,17,10621,95,125.8,85.7,95.3,Awake,Sedentary,05-01-2025
05-01-2025 18:30,162,10621,89,132.7,90.7,95.8,Awake,Jogging,05-01-2025
05-01-2025 18:35,30,10621,62,113.9,80.9,97.3,Awake,Sedentary,05-01-2025
05-01-2025 18:40,84,10621,81,120.3,87.8,97.2,Awake,Walking,05-01-2025
05-01-2025 18:45,110,10621,76,121.2,83.4,97.1,Awake,Walking,05-01-2025
05-01-2025 18:50,10,10621,45,126.9,78.4,98.2,Awake,Sedentary,05-01-2025
05-01-2025 18:55,118,10621,87,128.9,90.8,95.5,Awake,Jogging,05-01-2025
05-01-2025 19:00,102,10621,104,130.3,86,96.7,Awake,Walking,05-01-2025
05-01-2025 19:05,42,10621,98,121.5,82.6,98.4,Awake,Sedentary,05-01-2025
05-01-2025 19:10,37,10621,104,121.3,82.4,97.9,Awake,Sedentary,05-01-2025
05-01-2025 19:15,35,10621,83,107.4,77.4,97.5,Awake,Sedentary,05-01-2025
05-01-2025 19:20,33,10621,88,119.6,80.1,97.3,Awake,Sedentary,05-01-2025
05-01-2025 19:25,43,10621,57,121.9,87.4,98.3,Awake,Sedentary,05-01-2025
05-01-2025 19:30,93,10621,106,118.9,80.8,99,Awake,Jogging,05-01-2025
05-01-2025 19:35,26,10621,72,124.1,82.3,98.8,Awake,Sedentary,05-01-2025
05-01-2025 19:40,20,10621,57,124.7,76,96.9,Awake,Sedentary,05-01-2025
05-01-2025 19:45,38,10621,81,131.7,83.3,95.8,Awake,Sedentary,05-01-2025
05-01-2025 19:50,17,10621,68,123.2,88.3,96.6,Awake,Sedentary,05-01-2025
05-01-2025 19:55,17,10621,63,124.1,84.7,98.2,Awake,Sedentary,05-01-2025
05-01-2025 20:00,25,10621,50,122.5,77.8,96.4,Awake,Sedentary,05-01-2025
05-01-2025 20:05,9,10621,93,123.7,77.8,96.8,Awake,Sedentary,05-01-2025
05-01-2025 20:10,17,10621,109,116.6,81.9,97.6,Awake,Sedentary,05-01-2025
05-01-2025 20:15,27,10621,78,120.7,79.6,95.7,Awake,Sedentary,05-01-2025
05-01-2025 20:20,76,10621,106,123.9,83.7,96.8,Awake,Jogging,05-01-2025
05-01-2025 20:25,30,10621,83,126.1,79.4,96.4,Awake,Sedentary,05-01-2025
05-01-2025 20:30,32,10621,45,121.2,75.2,97.7,Awake,Sedentary,05-01-2025
05-01-2025 20:35,35,10621,74,123.3,79.2,97.4,Awake,Sedentary,05-01-2025
05-01-2025 20:40,37,10621,47,129.5,84,96.2,Awake,Sedentary,05-01-2025
05-01-2025 20:45,30,10621,105,120,84.6,97.4,Awake,Sedentary,05-01-2025
05-01-2025 20:50,132,10621,76,140.3,82.9,96.9,Awake,Walking,05-01-2025
05-01-2025 20:55,0,10621,65,119.4,79.7,98.9,Awake,Sedentary,05-01-2025
05-01-2025 21:00,24,10621,80,119,82.1,96.5,Awake,Sedentary,05-01-2025
05-01-2025 21:05,51,10621,69,121.7,81.1,95.5,Awake,Sedentary,05-01-2025
05-01-2025 21:10,36,10621,85,124.1,78.6,95.8,Awake,Sedentary,05-01-2025
05-01-2025 21:15,174,10621,110,128.8,85.9,97.9,Awake,Jogging,05-01-2025
05-01-2025 21:20,53,10621,84,123.2,81.7,96.5,Awake,Sedentary,05-01-2025
05-01-2025 21:25,80,10621,72,116.2,79.2,98.2,Awake,Walking,05-01-2025
05-01-2025 21:30,131,10621,107,125.9,80.4,98.3,Awake,Walking,05-01-2025
05-01-2025 21:35,92,10621,100,124.9,83.8,97.4,Awake,Walking,05-01-2025
05-01-2025 21:40,41,10621,69,119.2,85.8,97.2,Awake,Sedentary,05-01-2025
05-01-2025 21:45,57,10621,57,119.7,80.9,95.7,Awake,Walking,05-01-2025
05-01-2025 21:50,24,10621,91,122,81.9,95.5,Awake,Sedentary,05-01-2025
05-01-2025 21:55,28,10621,79,122.8,74.7,97.2,Awake,Sedentary,05-01-2025
05-01-2025 22:00,50,10621,67,120.5,76.6,97.4,Awake,Sedentary,05-01-2025
05-01-2025 22:05,49,10621,67,120.8,83.1,95.7,Awake,Sedentary,05-01-2025
05-01-2025 22:10,29,10621,79,115.8,83.2,98.6,Awake,Sedentary,05-01-2025
05-01-2025 22:15,0,10621,64,109.2,73.6,93.7,Light Sleep,None,05-01-2025
05-01-2025 22:20,0,10621,67,103.6,72.8,96.5,Light Sleep,None,05-01-2025
05-01-2025 22:25,0,10621,54,104.9,64.6,95.6,Deep Sleep,None,05-01-2025
05-01-2025 22:30,0,10621,70,116,75.1,95.6,REM Sleep,None,05-01-2025
05-01-2025 22:35,0,10621,66,116.4,73.7,96.4,REM Sleep,None,05-01-2025
05-01-2025 22:40,0,10621,66,120.6,78.8,95.6,REM Sleep,None,05-01-2025
05-01-2025 22:45,0,10621,74,112.1,72.6,96.1,REM Sleep,None,05-01-2025
05-01-2025 22:50,0,10621,70,114.4,72.4,95.2,REM Sleep,None,05-01-2025
05-01-2025 22:55,97,10621,83,126.8,86.1,99,Awake,Sedentary,05-01-2025
05-01-2025 23:00,67,10621,84,131,81.9,96.5,Awake,Sedentary,05-01-2025
05-01-2025 23:05,80,10621,73,134.6,82.5,97.3,Awake,Sedentary,05-01-2025
05-01-2025 23:10,35,10621,83,117.3,78.7,97.1,Awake,Sedentary,05-01-2025
05-01-2025 23:15,51,10621,82,116.2,80.3,99,Awake,Sedentary,05-01-2025
05-01-2025 23:20,101,10621,78,123.9,83.9,97.2,Awake,Sedentary,05-01-2025
05-01-2025 23:25,243,10621,124,137.2,84.9,97.5,Awake,Walking,05-01-2025
05-01-2025 23:30,63,10621,59,119.5,88,96.2,Awake,Sedentary,05-01-2025
05-01-2025 23:35,0,10621,57,108,71.7,97.4,Light Sleep,None,05-01-2025
05-01-2025 23:40,0,10621,68,109.1,70.3,96.2,Light Sleep,None,05-01-2025
05-01-2025 23:45,237,10621,102,131.9,89.7,96.4,Awake,Sedentary,05-01-2025
05-01-2025 23:50,228,10621,98,136.3,83.8,96.9,Awake,Sedentary,05-01-2025
05-01-2025 23:55,124,10621,107,132,89.3,96.5,Awake,Sedentary,05-01-2025
06-01-2025 00:00,16,8096,82,120.9,81,96.4,Awake,Sedentary,06-01-2025
06-01-2025 00:05,18,8096,71,121.7,85.5,97.5,Awake,Sedentary,06-01-2025
06-01-2025 00:10,10,8096,57,121.7,81.1,97.7,Awake,Sedentary,06-01-2025
06-01-2025 00:15,0,8096,68,100.6,69.9,95.1,Light Sleep,None,06-01-2025
06-01-2025 00:20,0,8096,47,97.9,60.9,94.2,Deep Sleep,None,06-01-2025
06-01-2025 00:25,0,8096,49,92.7,66,95.2,Deep Sleep,None,06-01-2025
06-01-2025 00:30,0,8096,52,102.8,63.3,95,Deep Sleep,None,06-01-2025
06-01-2025 00:35,0,8096,45,96,62.1,95.7,Deep Sleep,None,06-01-2025
06-01-2025 00:40,7,8096,62,117.3,84.5,96.5,Awake,Sedentary,06-01-2025
06-01-2025 00:45,11,8096,48,115.5,79.5,97.5,Awake,Sedentary,06-01-2025
06-01-2025 00:50,0,8096,52,107.1,70.2,95.6,Light Sleep,None,06-01-2025
06-01-2025 00:55,0,8096,63,107.3,60.1,95.9,Light Sleep,None,06-01-2025
06-01-2025 01:00,0,8096,49,92.5,63.1,94.4,Deep Sleep,None,06-01-2025
06-01-2025 01:05,0,8096,52,98.8,67.6,95.1,Deep Sleep,None,06-01-2025
